33.168000	33.168000	B
33.376000	33.376000	B
33.506000	33.506000	B
33.717000	33.717000	B
33.732000	33.732000	B
33.758000	33.758000	B
33.812000	33.812000	B
33.833000	33.833000	B
33.962000	33.962000	B
34.003000	34.003000	B
34.027000	34.027000	B
34.136000	34.136000	B
34.158000	34.158000	B
34.180000	34.180000	B
34.234000	34.234000	B
34.362000	34.362000	B
34.394000	34.394000	B
34.414000	34.414000	B
34.439000	34.439000	B
34.467000	34.467000	B
34.492000	34.492000	B
34.567000	34.567000	B
34.592000	34.592000	B
34.644000	34.644000	B
34.751000	34.751000	B
34.804000	34.804000	B
34.825000	34.825000	B
34.854000	34.854000	B
36.415000	36.415000	B
36.933000	36.933000	B
36.966000	36.966000	B
36.998000	36.998000	B
37.033000	37.033000	B
37.064000	37.064000	B
37.098000	37.098000	B
37.129000	37.129000	B
37.162000	37.162000	B
37.195000	37.195000	B
37.227000	37.227000	B
37.262000	37.262000	B
37.297000	37.297000	B
37.327000	37.327000	B
37.361000	37.361000	B
37.518000	37.518000	B
37.672000	37.672000	B
37.769000	37.769000	B
37.861000	37.861000	B
37.881000	37.881000	B
38.054000	38.054000	B
38.075000	38.075000	B
38.117000	38.117000	B
38.311000	38.311000	B
38.335000	38.335000	B
38.355000	38.355000	B
38.519000	38.519000	B
39.315000	39.315000	B
39.336000	39.336000	B
39.555000	39.555000	B
39.579000	39.579000	B
39.689000	39.689000	B
39.758000	39.758000	B
39.842000	39.842000	B
39.907000	39.907000	B
39.927000	39.927000	B
39.948000	39.948000	B
39.970000	39.970000	B
39.993000	39.993000	B
40.016000	40.016000	B
40.039000	40.039000	B
40.059000	40.059000	B
40.080000	40.080000	B
40.101000	40.101000	B
40.122000	40.122000	B
40.144000	40.144000	B
40.167000	40.167000	B
40.196000	40.196000	B
40.513000	40.513000	B
40.775000	40.775000	B
40.805000	40.805000	B
40.833000	40.833000	B
40.864000	40.864000	B
41.028000	41.028000	B
41.056000	41.056000	B
41.086000	41.086000	B
41.113000	41.113000	B
41.141000	41.141000	B
41.169000	41.169000	B
42.344000	42.344000	B
42.372000	42.372000	B
42.403000	42.403000	B
42.433000	42.433000	B
42.462000	42.462000	B
42.490000	42.490000	B
42.545000	42.545000	B
42.573000	42.573000	B
42.604000	42.604000	B
42.631000	42.631000	B
42.661000	42.661000	B
42.689000	42.689000	B
42.750000	42.750000	B
42.781000	42.781000	B
42.810000	42.810000	B
42.837000	42.837000	B
43.154000	43.154000	B
43.515000	43.515000	B
43.538000	43.538000	B
43.557000	43.557000	B
43.683000	43.683000	B
43.701000	43.701000	B
43.730000	43.730000	B
43.852000	43.852000	B
44.186000	44.186000	B
44.290000	44.290000	B
44.342000	44.342000	B
44.509000	44.509000	B
45.011000	45.011000	B
45.188000	45.188000	B
45.524000	45.524000	B
45.599000	45.599000	B
45.622000	45.622000	B
45.688000	45.688000	B
45.716000	45.716000	B
45.839000	45.839000	B
45.855000	45.855000	B
46.354000	46.354000	B
46.383000	46.383000	B
46.521000	46.521000	B
46.860000	46.860000	B
46.876000	46.876000	B
47.022000	47.022000	B
47.050000	47.050000	B
47.173000	47.173000	B
47.687000	47.687000	B
47.717000	47.717000	B
47.841000	47.841000	B
47.855000	47.855000	B
48.215000	48.215000	B
48.270000	48.270000	B
48.292000	48.292000	B
48.348000	48.348000	B
48.366000	48.366000	B
48.509000	48.509000	B
49.014000	49.014000	B
49.177000	49.177000	B
49.524000	49.524000	B
49.681000	49.681000	B
49.840000	49.840000	B
50.331000	50.331000	B
50.346000	50.346000	B
50.523000	50.523000	B
50.856000	50.856000	B
50.935000	50.935000	B
50.959000	50.959000	B
50.970000	50.970000	B
50.998000	50.998000	B
51.171000	51.171000	B
51.671000	51.671000	B
51.695000	51.695000	B
51.854000	51.854000	B
53.847000	53.847000	B
53.861000	53.861000	B
53.888000	53.888000	B
54.016000	54.016000	B
54.048000	54.048000	B
54.194000	54.194000	B
54.237000	54.237000	B
54.353000	54.353000	B
55.508000	55.508000	B
56.174000	56.174000	B
56.842000	56.842000	B
57.383000	57.383000	B
58.841000	58.841000	B
59.508000	59.508000	B
60.169000	60.169000	B
60.842000	60.842000	B
61.508000	61.508000	B
62.175000	62.175000	B
62.725000	62.725000	B
62.840000	62.840000	B
63.508000	63.508000	B
64.174000	64.174000	B
64.840000	64.840000	B
65.508000	65.508000	B
66.175000	66.175000	B
66.841000	66.841000	B
67.505000	67.505000	B
68.050000	68.050000	B
68.177000	68.177000	B
68.842000	68.842000	B
69.506000	69.506000	B
70.174000	70.174000	B
70.820000	70.820000	B
70.838000	70.838000	B
71.508000	71.508000	B
72.175000	72.175000	B
72.843000	72.843000	B
73.382000	73.382000	B
73.504000	73.504000	B
74.174000	74.174000	B
74.974000	74.974000	B
75.178000	75.178000	B
75.641000	75.641000	B
75.652000	75.652000	B
75.666000	75.666000	B
75.845000	75.845000	B
76.174000	76.174000	B
76.842000	76.842000	B
77.507000	77.507000	B
78.175000	78.175000	B
78.716000	78.716000	B
78.838000	78.838000	B
79.503000	79.503000	B
80.173000	80.173000	B
81.507000	81.507000	B
82.174000	82.174000	B
82.842000	82.842000	B
83.508000	83.508000	B
84.051000	84.051000	B
84.172000	84.172000	B
84.837000	84.837000	B
85.508000	85.508000	B
86.173000	86.173000	B
86.842000	86.842000	B
87.509000	87.509000	B
88.174000	88.174000	B
88.840000	88.840000	B
89.502000	89.502000	B
90.174000	90.174000	B
90.841000	90.841000	B
91.508000	91.508000	B
92.174000	92.174000	B
92.841000	92.841000	B
93.509000	93.509000	B
94.175000	94.175000	B
94.718000	94.718000	B
95.507000	95.507000	B
96.174000	96.174000	B
96.842000	96.842000	B
97.515000	97.515000	B
98.030000	98.030000	B
98.174000	98.174000	B
98.205000	98.205000	B
98.345000	98.345000	B
98.407000	98.407000	B
98.501000	98.501000	B
98.566000	98.566000	B
98.723000	98.723000	B
98.797000	98.797000	B
98.837000	98.837000	B
98.919000	98.919000	B
99.073000	99.073000	B
99.093000	99.093000	B
99.145000	99.145000	B
99.204000	99.204000	B
99.224000	99.224000	B
99.233000	99.233000	B
99.508000	99.508000	B
99.619000	99.619000	B
99.666000	99.666000	B
99.715000	99.715000	B
99.768000	99.768000	B
99.777000	99.777000	B
99.856000	99.856000	B
99.901000	99.901000	B
100.195000	100.195000	B
100.336000	100.336000	B
100.509000	100.509000	B
100.622000	100.622000	B
100.849000	100.849000	B
100.855000	100.855000	B
100.999000	100.999000	B
101.178000	101.178000	B
101.326000	101.326000	B
101.511000	101.511000	B
101.630000	101.630000	B
101.878000	101.878000	B
101.898000	101.898000	B
101.933000	101.933000	B
101.946000	101.946000	B
101.962000	101.962000	B
101.997000	101.997000	B
102.182000	102.182000	B
102.245000	102.245000	B
102.280000	102.280000	B
102.294000	102.294000	B
102.310000	102.310000	B
102.369000	102.369000	B
102.516000	102.516000	B
102.625000	102.625000	B
102.661000	102.661000	B
102.843000	102.843000	B
102.875000	102.875000	B
102.921000	102.921000	B
102.942000	102.942000	B
103.191000	103.191000	B
103.212000	103.212000	B
104.185000	104.185000	B
104.656000	104.656000	B
104.668000	104.668000	B
104.891000	104.891000	B
105.215000	105.215000	B
105.222000	105.222000	B
105.522000	105.522000	B
105.550000	105.550000	B
105.579000	105.579000	B
105.856000	105.856000	B
105.875000	105.875000	B
105.905000	105.905000	B
106.186000	106.186000	B
106.512000	106.512000	B
106.525000	106.525000	B
106.554000	106.554000	B
106.588000	106.588000	B
106.849000	106.849000	B
107.183000	107.183000	B
107.543000	107.543000	B
107.867000	107.867000	B
107.894000	107.894000	B
108.195000	108.195000	B
108.218000	108.218000	B
108.296000	108.296000	B
108.551000	108.551000	B
108.629000	108.629000	B
108.864000	108.864000	B
108.883000	108.883000	B
109.270000	109.270000	B
109.519000	109.519000	B
109.585000	109.585000	B
109.841000	109.841000	B
109.961000	109.961000	B
109.989000	109.989000	B
110.017000	110.017000	B
110.183000	110.183000	B
110.259000	110.259000	B
110.279000	110.279000	B
110.522000	110.522000	B
110.600000	110.600000	B
110.897000	110.897000	B
111.184000	111.184000	B
111.362000	111.362000	B
111.858000	111.858000	B
111.887000	111.887000	B
111.922000	111.922000	B
111.955000	111.955000	B
111.990000	111.990000	B
112.001000	112.001000	B
112.191000	112.191000	B
112.362000	112.362000	B
112.512000	112.512000	B
112.533000	112.533000	B
112.851000	112.851000	B
113.196000	113.196000	B
113.425000	113.425000	B
115.283000	115.283000	B
115.305000	115.305000	B
115.327000	115.327000	B
115.856000	115.856000	B
115.873000	115.873000	B
115.898000	115.898000	B
116.180000	116.180000	B
116.205000	116.205000	B
116.233000	116.233000	B
116.263000	116.263000	B
116.292000	116.292000	B
118.530000	118.530000	B
118.543000	118.543000	B
118.859000	118.859000	B
119.155000	119.155000	B
119.175000	119.175000	B
119.600000	119.600000	B
119.660000	119.660000	B
119.701000	119.701000	B
119.817000	119.817000	B
119.853000	119.853000	B
120.149000	120.149000	B
120.206000	120.206000	B
120.252000	120.252000	B
120.329000	120.329000	B
120.513000	120.513000	B
120.861000	120.861000	B
121.035000	121.035000	B
121.518000	121.518000	B
121.582000	121.582000	B
121.619000	121.619000	B
121.687000	121.687000	B
121.716000	121.716000	B
121.839000	121.839000	B
121.854000	121.854000	B
122.205000	122.205000	B
122.320000	122.320000	B
122.352000	122.352000	B
122.382000	122.382000	B
122.852000	122.852000	B
122.919000	122.919000	B
123.172000	123.172000	B
123.519000	123.519000	B
123.532000	123.532000	B
123.580000	123.580000	B
123.622000	123.622000	B
123.634000	123.634000	B
123.657000	123.657000	B
123.839000	123.839000	B
123.855000	123.855000	B
124.206000	124.206000	B
124.228000	124.228000	B
124.306000	124.306000	B
124.349000	124.349000	B
124.367000	124.367000	B
124.509000	124.509000	B
125.018000	125.018000	B
125.032000	125.032000	B
125.175000	125.175000	B
125.511000	125.511000	B
125.549000	125.549000	B
125.566000	125.566000	B
125.585000	125.585000	B
125.701000	125.701000	B
125.843000	125.843000	B
126.350000	126.350000	B
126.510000	126.510000	B
126.852000	126.852000	B
127.030000	127.030000	B
127.056000	127.056000	B
127.174000	127.174000	B
127.698000	127.698000	B
127.854000	127.854000	B
128.192000	128.192000	B
128.271000	128.271000	B
128.297000	128.297000	B
128.367000	128.367000	B
128.390000	128.390000	B
128.869000	128.869000	B
128.949000	128.949000	B
129.028000	129.028000	B
129.186000	129.186000	B
129.525000	129.525000	B
129.824000	129.824000	B
130.182000	130.182000	B
130.488000	130.488000	B
130.519000	130.519000	B
130.657000	130.657000	B
130.816000	130.816000	B
130.874000	130.874000	B
130.937000	130.937000	B
130.995000	130.995000	B
131.040000	131.040000	B
131.185000	131.185000	B
131.519000	131.519000	B
131.639000	131.639000	B
131.647000	131.647000	B
131.677000	131.677000	B
131.703000	131.703000	B
132.190000	132.190000	B
132.274000	132.274000	B
132.289000	132.289000	B
132.328000	132.328000	B
132.355000	132.355000	B
132.385000	132.385000	B
132.862000	132.862000	B
132.937000	132.937000	B
133.020000	133.020000	B
133.050000	133.050000	B
133.514000	133.514000	B
133.598000	133.598000	B
133.632000	133.632000	B
133.687000	133.687000	B
134.212000	134.212000	B
134.353000	134.353000	B
134.383000	134.383000	B
134.522000	134.522000	B
134.861000	134.861000	B
134.876000	134.876000	B
134.993000	134.993000	B
135.012000	135.012000	B
135.176000	135.176000	B
135.528000	135.528000	B
135.594000	135.594000	B
135.619000	135.619000	B
135.660000	135.660000	B
135.841000	135.841000	B
136.186000	136.186000	B
136.217000	136.217000	B
136.347000	136.347000	B
136.509000	136.509000	B
137.020000	137.020000	B
137.033000	137.033000	B
137.182000	137.182000	B
137.185000	137.185000	B
137.516000	137.516000	B
137.671000	137.671000	B
137.701000	137.701000	B
137.855000	137.855000	B
138.188000	138.188000	B
138.248000	138.248000	B
138.260000	138.260000	B
138.333000	138.333000	B
138.519000	138.519000	B
138.851000	138.851000	B
138.905000	138.905000	B
138.934000	138.934000	B
138.964000	138.964000	B
139.031000	139.031000	B
139.056000	139.056000	B
139.188000	139.188000	B
139.524000	139.524000	B
139.640000	139.640000	B
139.667000	139.667000	B
139.694000	139.694000	B
139.854000	139.854000	B
140.186000	140.186000	B
140.209000	140.209000	B
140.322000	140.322000	B
140.353000	140.353000	B
140.482000	140.482000	B
140.856000	140.856000	B
140.896000	140.896000	B
140.975000	140.975000	B
141.185000	141.185000	B
141.510000	141.510000	B
141.585000	141.585000	B
141.677000	141.677000	B
141.845000	141.845000	B
142.192000	142.192000	B
142.273000	142.273000	B
142.346000	142.346000	B
142.373000	142.373000	B
142.377000	142.377000	B
142.859000	142.859000	B
143.022000	143.022000	B
143.050000	143.050000	B
143.174000	143.174000	B
143.189000	143.189000	B
143.543000	143.543000	B
143.628000	143.628000	B
143.687000	143.687000	B
143.716000	143.716000	B
143.853000	143.853000	B
144.189000	144.189000	B
144.255000	144.255000	B
144.268000	144.268000	B
144.286000	144.286000	B
144.321000	144.321000	B
144.351000	144.351000	B
144.885000	144.885000	B
144.888000	144.888000	B
144.940000	144.940000	B
144.955000	144.955000	B
144.990000	144.990000	B
145.019000	145.019000	B
145.050000	145.050000	B
145.188000	145.188000	B
145.551000	145.551000	B
145.679000	145.679000	B
145.699000	145.699000	B
145.841000	145.841000	B
146.199000	146.199000	B
146.349000	146.349000	B
146.366000	146.366000	B
146.521000	146.521000	B
146.861000	146.861000	B
147.014000	147.014000	B
147.175000	147.175000	B
147.521000	147.521000	B
147.574000	147.574000	B
147.594000	147.594000	B
147.637000	147.637000	B
147.658000	147.658000	B
147.842000	147.842000	B
148.192000	148.192000	B
148.220000	148.220000	B
148.265000	148.265000	B
148.336000	148.336000	B
148.520000	148.520000	B
148.987000	148.987000	B
149.155000	149.155000	B
149.188000	149.188000	B
149.526000	149.526000	B
149.596000	149.596000	B
149.611000	149.611000	B
149.638000	149.638000	B
149.668000	149.668000	B
149.854000	149.854000	B
150.339000	150.339000	B
150.521000	150.521000	B
151.182000	151.182000	B
151.292000	151.292000	B
151.347000	151.347000	B
151.383000	151.383000	B
151.420000	151.420000	B
151.524000	151.524000	B
151.563000	151.563000	B
151.687000	151.687000	B
152.840000	152.840000	B
153.508000	153.508000	B
154.173000	154.173000	B
154.725000	154.725000	B
154.840000	154.840000	B
156.171000	156.171000	B
156.844000	156.844000	B
158.175000	158.175000	B
158.841000	158.841000	B
159.509000	159.509000	B
160.055000	160.055000	B
160.837000	160.837000	B
161.507000	161.507000	B
162.175000	162.175000	B
162.836000	162.836000	B
163.508000	163.508000	B
164.175000	164.175000	B
164.839000	164.839000	B
165.387000	165.387000	B
165.510000	165.510000	B
166.174000	166.174000	B
166.840000	166.840000	B
167.508000	167.508000	B
168.174000	168.174000	B
168.841000	168.841000	B
169.508000	169.508000	B
170.176000	170.176000	B
170.722000	170.722000	B
171.505000	171.505000	B
172.330000	172.330000	B
172.355000	172.355000	B
172.521000	172.521000	B
172.995000	172.995000	B
173.021000	173.021000	B
173.191000	173.191000	B
173.508000	173.508000	B
174.174000	174.174000	B
174.841000	174.841000	B
175.508000	175.508000	B
176.060000	176.060000	B
176.172000	176.172000	B
176.841000	176.841000	B
177.502000	177.502000	B
178.171000	178.171000	B
178.841000	178.841000	B
179.508000	179.508000	B
180.176000	180.176000	B
180.841000	180.841000	B
181.383000	181.383000	B
181.499000	181.499000	B
182.174000	182.174000	B
182.841000	182.841000	B
183.504000	183.504000	B
184.175000	184.175000	B
184.842000	184.842000	B
185.509000	185.509000	B
186.173000	186.173000	B
186.716000	186.716000	B
186.838000	186.838000	B
187.507000	187.507000	B
188.173000	188.173000	B
188.841000	188.841000	B
189.507000	189.507000	B
190.175000	190.175000	B
190.841000	190.841000	B
191.507000	191.507000	B
192.053000	192.053000	B
192.842000	192.842000	B
193.487000	193.487000	B
193.504000	193.504000	B
194.176000	194.176000	B
194.864000	194.864000	B
195.207000	195.207000	B
195.227000	195.227000	B
195.291000	195.291000	B
195.367000	195.367000	B
195.436000	195.436000	B
195.619000	195.619000	B
195.650000	195.650000	B
195.678000	195.678000	B
195.870000	195.870000	B
196.124000	196.124000	B
196.131000	196.131000	B
